,LOAN_AMOUNT,LOAN_BEHAVIOR,LOAN_START_DATE
7433,1158000.22,Current,2022-09-30
7434,1323998.26,Current,2022-09-30
7435,4346434.47,Current,2022-10-03
7436,787099.77,Amortization Past Due,2022-10-05
7437,1015200.07,Current,2022-10-07
7438,4485249.44,Current,2022-10-17
7439,732698.54,Current,2022-10-17
7440,1027999.66,Current,2022-10-17
7441,1239998.48,Current,2022-10-18
7442,1497700.17,Current,2022-10-18
7443,676899.92,Current,2022-10-26
7444,679109.51,Amortization Past Due,2022-10-26
7445,3642056.71,Current,2022-10-27
7446,3572570.6,Current,2022-10-28
7447,436000.45,Current,2022-10-28
7448,591198.03,Current,2022-10-28
7449,828001.03,Current,2022-11-03
7450,8639920.2,Current,2022-10-28
7451,813520.94,Current,2022-11-07
7452,1034249.82,Current,2022-11-09
7453,747600.24,Current,2022-11-10
7454,630599.17,Current,2022-11-14
7455,896249.75,Current,2022-11-15
7456,1107550.68,Current,2022-11-16
7457,2700001.32,Current,2022-11-18
7458,873199.76,Current,2022-11-24
7459,4070288.93,Current,2022-11-24
7460,1048000.05,Current,2022-11-25
7461,6100001.56,Current,2022-11-29
7462,2397811.1,Current,2022-11-29
7463,984673.63,Amortization Past Due,2022-11-29
7464,3071866.76,Current,2022-12-01
7465,816199.94,Current,2022-12-01
7466,1095999.65,Current,2022-12-01
7467,689601.14,Current,2022-12-01
7468,872399.29,Current,2022-12-02
7469,589997.96,Current,2022-12-02
7470,1320000.75,Current,2022-12-07
7471,858399.44,Current,2022-12-14
7472,655201.12,Current,2022-12-15
7473,1444801.7,Current,2022-12-16
7474,572901.24,Current,2022-12-16
7475,999999.51,Current,2022-12-19
7476,2282103.65,Amortization Past Due,2022-12-02
7477,5295287.53,Amortization Past Due,2022-12-02
7478,1042402.6,Current,2022-12-21
7479,16085456.67,Current,2022-12-22
7480,1006501.36,Current,2022-12-22
7481,6025162.21,Amortization Past Due,2022-12-02
7482,799110.75,Current,2022-12-23
7483,581700.7,Current,2022-12-23
7484,0.04,Current,2022-12-27
7485,4499999.73,Current,2022-12-29
7486,1932894.28,Current,2022-12-29
7487,736399.08,Current,2022-12-29
7488,1508000.5,Current,2022-12-29
7489,12806312.88,Current,2023-01-03
7490,1398398.52,Current,2023-01-05
7491,999999.57,Current,2023-01-06
7492,921900.61,Current,2023-01-06
7493,1324999.85,Current,2023-01-12
7494,1036101.85,Current,2023-01-17
7495,1535199.85,Current,2023-01-17
7496,1342399.27,Current,2023-01-20
7497,862951.92,Current,2023-01-20
7498,943999.88,Current,2023-01-20
7499,675501.19,Current,2023-01-23
7500,1031999.58,Current,2023-01-25
7501,2173920.74,Current,2023-01-27
7502,655199.29,Current,2023-01-27
7503,630702.47,Current,2023-01-27
7504,655199.16,Current,2023-01-31
7505,626252.03,Current,2023-02-01
7506,974400.39,Current,2023-02-06
7507,647500.27,Current,2023-02-08
7508,655199.2,Current,2023-02-15
7509,1047201.35,Current,2023-02-16
7510,9577572.84,Current,2023-02-21
7511,858400.59,Current,2023-02-21
7512,5304485.71,Current,2023-02-22
7513,1717799.65,Current,2023-02-22
7514,1119297.13,Current,2023-02-23
7515,1438400.49,Current,2023-02-27
7516,1638401.76,Current,2023-02-27
7517,813440.19,Current,2023-02-27
7518,2843904.86,Current,2023-02-28
7519,840801.67,Current,2023-02-28
7520,919999.54,Current,2023-02-28
7521,920000.04,Current,2023-02-28
7522,1048000.12,Current,2023-02-28
7523,1624499.96,Current,2023-03-07
7524,1405600.78,Current,2023-03-08
7525,547199.64,Current,2023-03-09
7526,1319999.94,Current,2023-03-13
7527,696780.39,Current,2023-03-13
7528,768799.03,Current,2023-03-14
7529,625000.23,Current,2023-03-16
7530,1012000.03,Current,2023-03-16
7531,1113499.53,Current,2023-03-17
7532,1008001.37,Current,2023-03-20
7533,568798.02,Current,2023-03-20
7534,1115999.95,Current,2023-03-22
7535,749701.97,Current,2023-03-23
7536,3290000.78,Current,2023-03-23
7537,934499.15,Current,2023-03-24
7538,1048000.71,Current,2023-03-27
7539,1592998.18,Amortization Past Due,2023-03-30
7540,866399.76,Current,2023-03-30
7541,814399.69,Amortization Past Due,2023-03-30
7542,-2.15,Current,2023-03-30
7543,1113999.82,Current,2023-03-31
7544,5679999.87,Current,2023-03-31
7545,613700.39,Current,2023-03-31
7546,1103199.86,Current,2023-03-31
7547,911998.01,Current,2023-04-03
7548,895050.3,Current,2023-04-04
7549,938401.67,Current,2023-04-04
7550,664002.29,Current,2023-04-05
7551,8688000.08,Current,2023-04-12
7552,1359199.89,Current,2023-04-13
7553,787100.05,Current,2023-04-13
7554,410399.72,Current,2023-04-17
7555,856000.0,Current,2023-04-17
7556,655200.11,Current,2023-04-17
7557,1358250.29,Current,2023-04-19
7558,814999.72,Current,2023-04-19
7559,1048001.24,Current,2023-04-20
7560,822933.61,Current,2023-04-24
7561,1048000.3,Current,2023-04-24
7562,1062499.36,Current,2023-04-25
7563,1006398.55,Amortization Past Due,2023-04-26
7564,1263201.0,Current,2023-04-26
7565,587501.53,Current,2023-04-27
7566,853401.25,Current,2023-04-27
7567,2568000.21,Current,2023-04-28
7568,692000.31,Current,2023-04-28
7569,547199.5,Current,2023-04-28
7570,1755200.14,Current,2023-04-28
7571,1779200.7,Current,2023-04-28
7572,655198.62,Current,2023-05-04
7573,1499998.95,Current,2023-05-05
7574,813519.83,Current,2023-05-05
7575,998398.87,Current,2023-05-08
7576,983199.15,Current,2023-05-09
7577,663000.56,Current,2023-05-15
7578,1075246.92,Current,2023-05-15
7579,2800000.01,Current,2023-05-16
7580,1231200.89,Current,2023-05-22
7581,4000000.54,Current,2023-05-23
7582,1144000.92,Current,2023-05-23
7583,5443571.9,Current,2023-05-24
7584,1122000.41,Current,2023-05-26
7585,3037999.92,Current,2023-05-26
7586,664798.8,Current,2023-05-30
7587,1000000.48,Current,2023-05-30
7588,549998.97,Current,2023-05-30
7589,893349.79,Current,2023-05-30
7590,1695199.91,Current,2023-05-30
7591,1229499.85,Current,2023-06-05
7592,700299.62,Current,2023-06-06
7593,807100.97,Current,2023-06-06
7594,450449.28,Current,2023-06-08
7595,4799998.06,Current,2023-06-13
7596,1687001.84,Current,2023-06-14
7597,676800.71,Current,2023-06-14
7598,547198.66,Current,2023-06-14
7599,853401.25,Amortization Past Due,2023-06-15
7600,537199.8,Current,2023-06-21
7601,1359150.13,Current,2023-06-21
7602,623250.0,Current,2023-06-21
7603,1087201.42,Current,2023-06-22
7604,1379199.89,Current,2023-06-22
7605,719109.91,Current,2023-06-22
7606,760319.43,Current,2023-06-23
7607,5842800.8,Current,2023-06-27
7608,1694842.96,Current,2023-06-27
7609,-1.28,Current,2023-06-29
7610,655200.82,Current,2023-06-30
7611,774399.52,Current,2023-06-30
7612,777905.51,Current,2023-07-03
7613,1340000.25,Current,2023-07-04
7614,503000.28,Current,2023-07-05
7615,2007698.67,Current,2023-07-05
7616,4833993.22,Amortization Past Due,2023-06-20
7617,777601.13,Current,2023-07-06
7618,924800.17,Current,2023-07-06
7619,703799.73,Current,2023-07-06
7620,6837798.56,Current,2023-06-20
7621,3348558.32,Current,2023-06-20
7622,7042212.68,Current,2023-06-20
7623,1317961.41,Current,2023-06-20
7624,16173965.24,Principal Past Due,2023-06-20
7625,5596549.23,Current,2023-06-20
7626,1436799.74,Current,2023-07-12
7627,555600.46,Current,2023-07-12
7628,1512000.24,Current,2023-07-14
7629,581399.56,Current,2023-07-14
7630,749498.95,Current,2023-07-14
7631,4000000.24,Current,2023-07-14
7632,1058361.67,Current,2023-06-20
7633,1058362.58,Current,2023-06-20
7634,5082780.62,Current,2023-06-20
7635,4183672.84,Current,2023-06-20
7636,1420701.56,Current,2023-06-20
7637,5016704.66,Current,2023-06-20
7638,3266675.38,Current,2023-06-20
7639,3975056.69,Current,2023-07-19
7640,1292000.81,Current,2023-07-20
7641,44999999.78,Current,2023-07-21
7642,4000001.18,Current,2023-07-21
7643,1134749.81,Current,2023-07-21
7644,2628623.26,Current,2023-04-23
7645,902398.33,Current,2023-07-28
7646,655999.08,Current,2023-07-31
7647,987001.27,Current,2023-07-31
7648,2085599.44,Current,2023-08-02
7649,9999997.99,Current,2023-08-04
7650,1647201.21,Current,2023-08-07
7651,664799.68,Current,2023-08-10
7652,999598.91,Current,2023-08-10
7653,1314599.5,Current,2023-08-11
7654,949999.0,Current,2023-08-11
7655,846399.68,Current,2023-08-14
7656,1823998.63,Current,2023-08-14
7657,1841500.66,Current,2023-08-15
7658,3000000.35,Current,2023-08-15
7659,329998.15,Current,2023-08-18
7660,816802.38,Current,2023-08-18
7661,4176681.56,Current,2023-08-22
7662,843599.31,Current,2023-08-23
7663,19800000.81,Current,2023-08-24
7664,1675999.75,Current,2023-08-24
7665,2165856.49,Current,2023-04-28
7666,1000001.03,Current,2023-08-31
7667,1883200.61,Current,2023-08-31
7668,705597.44,Current,2023-08-31
7669,927999.74,Current,2023-08-31
7670,3625057.28,Current,2023-08-31
7671,2323737.34,Current,2023-08-31
7672,916799.06,Current,2023-09-01
7673,1556799.19,Current,2023-09-01
7674,798200.15,Current,2023-09-04
7675,958400.12,Current,2023-09-04
7676,599500.85,Current,2023-09-05
7677,8658403.27,Amortization Past Due,2023-08-30
7678,2973890.7,Current,2023-09-12
7679,4729888.95,Amortization Past Due,2023-08-30
7680,1392807.23,Current,2023-09-14
7681,912000.27,Current,2023-09-14
7682,2719001.4,Current,2023-09-15
7683,4366720.13,Amortization Past Due,2023-08-30
7684,1355899.83,Current,2023-09-19
7685,3902413.58,Amortization Past Due,2023-08-30
7686,1491000.57,Current,2023-09-20
7687,697849.76,Current,2023-09-20
7688,650000.14,Current,2023-09-20
7689,1123500.09,Current,2023-09-21
7690,2161489.07,Amortization Past Due,2023-09-01
7691,624499.63,Current,2023-09-25
7692,1451268.23,Amortization Past Due,2023-09-01
7693,1023199.18,Current,2023-09-27
7694,772802.17,Current,2023-09-28
7695,473200.06,Current,2023-09-28
7696,473199.72,Current,2023-09-28
7697,473200.59,Current,2023-09-28
7698,473200.14,Current,2023-09-28
7699,473200.87,Current,2023-09-28
7700,473201.4,Current,2023-09-28
7701,473200.09,Amortization Past Due,2023-09-28
7702,473201.12,Amortization Past Due,2023-09-28
7703,473199.35,Amortization Past Due,2023-09-28
7704,473201.6,Amortization Past Due,2023-09-28
7705,473199.79,Amortization Past Due,2023-09-28
7706,473199.92,Amortization Past Due,2023-09-28
7707,473200.8,Amortization Past Due,2023-09-28
7708,922399.46,Current,2023-09-29
7709,11200001.69,Current,2023-09-29
7710,765405.04,Current,2023-09-29
7711,749700.42,Current,2023-09-29
7712,3525113.11,Current,2023-09-29
7713,1254399.83,Current,2023-10-09
7714,816400.19,Current,2023-10-10
7715,507108.63,Current,2023-10-10
7716,499998.95,Current,2023-10-12
7717,539459.92,Current,2023-10-13
7718,1038999.64,Current,2023-10-16
7719,1702039.34,Current,2023-10-16
7720,1263199.48,Current,2023-10-18
7721,928200.15,Current,2023-10-18
7722,795600.08,Current,2023-10-23
7723,2099520.57,Current,2023-10-23
7724,958399.71,Current,2023-10-24
7725,2999999.53,Current,2023-10-25
7726,750549.12,Current,2023-10-27
7727,1103199.2,Current,2023-10-27
7728,2905741.37,Current,2023-10-27
7729,3118310.91,Current,2023-10-27
7730,1916041.26,Current,2023-10-27
7731,1070398.86,Current,2023-10-31
7732,1590401.34,Amortization Past Due,2023-10-31
7733,655198.1,Current,2023-11-03
7734,775599.66,Current,2023-11-06
7735,1196799.01,Current,2023-11-13
7736,1647200.24,Current,2023-11-15
7737,1064000.84,Current,2023-11-20
7738,7753700.6,Current,2023-11-21
7739,996999.82,Current,2023-11-22
7740,1455998.33,Current,2023-11-24
7741,-0.29,Current,2023-11-28
7742,1228799.92,Current,2023-11-28
7743,2375156.0,Current,2023-11-28
7744,527999.4,Current,2023-11-29
7745,813280.44,Current,2023-11-30
7746,15074999.8,Current,2023-11-30
7747,1415998.48,Current,2017-05-31
7748,621999.98,Current,2017-07-24
7749,302184.11,Current,2017-08-23
7750,259999.71,Current,2017-09-28
7751,0.81,Current,2017-11-05
7752,0.17,Current,2017-11-05
7753,1.23,Current,2017-07-19
7754,12934997.3,Current,2014-10-03
7755,799816.71,Current,2018-01-15
7756,6061044.29,Current,2018-01-17
7757,5750018.2,Current,2018-01-10
7758,12229000.29,Items for litigation,2009-01-05
7759,4999999.0,Items for litigation,2008-09-30
7760,5467440.67,Current,2015-07-22
7761,-1.34,Current,2017-11-05
7762,0.32,Current,2018-01-05
7763,0.92,Current,2018-01-05
7764,-0.61,Current,2018-01-05
7765,0.14,Current,2018-02-01
7766,-0.04,Current,2018-02-05
7767,-1.89,Current,2018-02-05
7768,-0.34,Current,2018-02-01
7769,-0.76,Current,2018-02-05
7770,-0.01,Current,2018-02-06
7771,0.43,Current,2018-02-05
7772,-1.12,Current,2018-02-19
7773,1.38,Principal Past Due,2018-02-05
7774,-1.06,Current,2018-03-05
7775,-0.19,Items for litigation,2018-05-08
7776,1.19,Items for litigation,2018-05-09
7777,2290499.43,Current,2018-11-13
7778,0.77,Current,2018-12-11
7779,0.29,Current,2018-12-21
7780,0.16,Current,2019-06-25
7781,0.79,Current,2020-06-18
7782,1.97,Current,2020-09-27
7783,4999999.56,Current,2020-10-20
7784,700000.24,Current,2021-01-15
7785,899999.53,Current,2021-03-09
7786,-1.26,Current,2021-06-01
7787,-0.58,Current,2021-06-04
7788,999999.01,Current,2021-06-08
7789,-0.17,Current,2021-07-13
7790,1000001.84,Current,2021-09-20
7791,6000001.41,Current,2021-10-27
7792,1.55,Current,2022-01-05
7793,-0.15,Current,2022-02-17
7794,0.69,Current,2022-06-22
7795,1.16,Current,2022-06-28
7796,-0.66,Current,2022-06-30
7797,0.02,Current,2022-08-10
7798,-1.09,Current,2022-08-12
7799,0.01,Current,2022-08-26
7800,-2.55,Current,2022-08-31
7801,0.5,Current,2022-08-31
7802,-0.23,Current,2022-09-20
7803,1.81,Current,2022-10-19
7804,-0.41,Current,2022-11-03
7805,-0.61,Current,2022-11-18
7806,-0.62,Current,2022-12-13
7807,-0.71,Current,2022-12-28
7808,-1.27,Current,2022-12-29
7809,-0.49,Current,2022-12-29
7810,-0.84,Current,2023-01-11
7811,0.56,Current,2023-01-25
7812,0.85,Current,2023-01-30
7813,0.88,Current,2023-02-08
7814,0.59,Current,2023-02-17
7815,0.37,Current,2023-02-17
7816,-0.12,Current,2023-02-28
7817,-0.09,Current,2023-03-29
7818,-0.6,Current,2023-04-04
7819,-1.91,Current,2023-04-19
7820,-0.1,Current,2023-05-03
7821,0.82,Current,2023-05-09
7822,0.58,Current,2023-05-09
7823,0.14,Current,2023-06-23
7824,1.12,Current,2023-06-29
7825,-1.61,Current,2023-06-30
7826,0.48,Current,2023-06-30
7827,0.17,Current,2023-07-04
7828,-1.06,Current,2023-07-06
7829,0.08,Current,2023-07-19
7830,1.56,Current,2023-07-20
7831,0.81,Current,2023-07-25
7832,0.67,Current,2023-07-27
7833,0.15,Current,2023-07-27
7834,1.14,Current,2023-07-28
7835,0.75,Current,2023-08-01
7836,0.73,Current,2023-08-01
7837,-1.16,Current,2023-08-01
7838,-1.13,Current,2023-08-03
7839,0.27,Current,2023-08-10
7840,-0.83,Current,2023-08-11
7841,-0.76,Current,2023-08-14
7842,-1.79,Current,2023-08-11
7843,-1.28,Current,2023-08-14
7844,1.05,Current,2023-08-18
7845,0.02,Current,2023-08-23
7846,1.42,Current,2023-08-24
7847,-0.51,Current,2023-08-29
7848,1.27,Current,2023-08-29
7849,0.88,Current,2023-08-30
7850,-0.49,Current,2023-08-30
7851,0.63,Current,2023-08-31
7852,0.16,Current,2023-08-31
7853,-0.14,Current,2023-09-06
7854,-2.15,Current,2023-09-06
7855,-3.02,Current,2023-09-07
7856,-0.63,Current,2023-09-08
7857,-1.42,Current,2023-09-11
7858,-0.3,Current,2023-09-13
7859,0.6,Current,2023-09-14
7860,15056999.2,Current,2023-09-15
7861,-1.15,Current,2023-09-15
7862,15693578.5,Current,2023-09-18
7863,0.73,Current,2023-09-18
7864,0.59,Current,2023-09-19
7865,-2.39,Current,2023-09-19
7866,1.16,Current,2023-09-22
7867,-1.17,Current,2023-09-22
7868,28526318.47,Current,2023-09-26
7869,5241902.08,Current,2023-09-26
7870,-0.79,Current,2023-09-26
7871,2.26,Current,2023-09-28
7872,4919798.92,Current,2023-09-29
7873,-0.26,Current,2023-09-29
7874,1.64,Current,2023-10-06
7875,-1.12,Current,2023-10-05
7876,0.35,Current,2023-10-06
7877,13253398.78,Current,2023-10-09
7878,800002.48,Current,2023-10-06
7879,-0.18,Current,2023-10-12
7880,0.2,Current,2023-10-12
7881,0.67,Current,2023-10-12
7882,1.03,Current,2023-10-17
7883,-0.71,Current,2023-10-17
7884,0.13,Current,2023-10-18
7885,-0.72,Current,2023-10-18
7886,-0.51,Current,2023-10-20
7887,-0.92,Current,2023-10-20
7888,4313541.23,Current,2023-10-25
7889,9429771.33,Current,2023-10-25
7890,-0.01,Current,2023-10-25
7891,15129148.12,Current,2023-10-26
7892,0.22,Current,2023-10-26
7893,2197320.33,Current,2023-10-27
7894,-0.4,Current,2023-10-27
7895,-0.83,Current,2023-10-31
7896,16908116.85,Current,2023-10-31
7897,-0.19,Current,2023-11-06
7898,358399.94,Current,2023-11-06
7899,1.44,Current,2023-11-14
7900,1.33,Current,2023-11-14
7901,5127076.44,Current,2023-11-15
7902,-1.56,Current,2023-11-21
7903,-0.09,Current,2023-11-21
7904,0.75,Current,2023-11-22
7905,18591676.34,Current,2023-11-22
7906,10501777.48,Current,2023-11-23
7907,-2.21,Current,2023-11-24
7908,25720193.65,Current,2023-11-28
7909,5972523.42,Current,2023-11-28
7910,9443048.55,Current,2023-11-29
7911,0.9,Current,2023-11-30
7912,-0.13,Current,2023-11-30
7913,5999999.63,Current,2019-12-27
7914,2299999.05,Principal Past Due,2020-11-18
7915,699999.96,Current,2021-04-20
7916,1999999.3,Current,2021-06-25
7917,300000.59,Principal Past Due,2021-09-28
7918,2658000.42,Amortization Past Due,2021-10-13
7919,5150000.0,Current,2021-10-21
7920,1999999.7,Principal Past Due,2021-10-27
7921,820000.27,Principal Past Due,2021-11-16
7922,499999.6,Principal Past Due,2021-12-16
7923,299999.91,Current,2022-02-03
7924,300000.63,Current,2022-02-08
7925,299999.79,Current,2022-04-22
7926,300000.05,Current,2022-07-20
7927,2099999.15,Current,2022-08-11
7928,300000.41,Current,2022-08-22
7929,670001.62,Current,2022-08-23
7930,599999.08,Current,2022-11-07
7931,300002.43,Current,2022-12-15
7932,2470000.37,Current,2022-12-20
7933,999997.17,Current,2022-12-23
7934,7000000.57,Current,2023-03-27
7935,1439999.9,Current,2023-05-24
7936,669999.96,Current,2023-11-10
7937,3500001.54,Current,2019-09-06
7938,1500001.81,Items for litigation,2019-09-20
7939,1999999.99,Items for litigation,2019-10-28
7940,1500000.52,Principal Past Due,2019-11-29
7941,1099998.31,Principal Past Due,2019-12-19
